IMG;BENE_CULTURALE;TITOLO;SOGGETTO;TIPO_SCHEDA;CODICE_UNIVOCO;LOCALIZZAZIONE;CONTENITORE;DATAZIONE;AMBITO_CULTURALE;AUTORE;MATERIA_TECNICA;MISURE;CONDIZIONE_GIURIDICA;DATI_ANALITICI;ISCRIZIONE;NOTIZIE_STORICO-CRITICHE;ALTRA_LOCALIZZAZIONE;REPERIMENTO;ALTRE_ATTRIBUZIONI;COMMITTENZA;DATI_CATASTALI;GEOREFERENZIAZIONE;BIBLIOGRAFIA;DEFINIZIONE;DENOMINAZIONE;CLASSIFICAZIONE;REGIONE;PROVINCIA;COMUNE;LOCALITA;TOPONIMO;DIOCESI;INDIRIZZO;PROVVEDIMENTI_TUTELA;INVENTARIO;STIMA;RAPPORTO;ALTRI_CODICI;ENTE_SCHEDATORE;ENTE_COMPETENTE;AUTORI;ANNO_CREAZIONE;ANNO_MODIFICA;LAT;LON
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710940_SA%20AN%20167187.jpg;"skyphos concavo convesso";"";"";"RA_2.00";"11 00072223";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. ultimo quarto; 325 a.C.  - 300 a.C. [analisi stilistica]";"produzione alto-adriatica(analisi stilistica)";"";"argilla depurata; a tornio veloce";"cm., alt. 21.4, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro lievemente estroflesso con orlo arrotondato; vasca con carena arrotondata, fortemente rastremata verso il piede ad anello; anse oblique, a bastoncello, sotto l' orlo. Verniciati in nero il piede, la parte inferiore del corpo e le anse.A-B: testa femminile di profilo a sinistra, con capelli raccolti in un sakkos ricamato a perline. Sotto le anse, palmetta tra tralci a volute.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"Vighi R.(	1980)p.27, n.2";"skyphos concavo convesso";"";"ceramica alto-adriatica";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11711018_SA%20AN%20167233.jpg;"cratere a campana";"";"";"RA_2.00";"11 00072258";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. ; 399 a.C.  - 300 a.C. [analisi stilistica]";"produzione attica(analisi stilistica)";"";"argilla depurata; a tornio veloce//sovraddipintura";"cm., alt. 26.5, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro estroflesso ad orlo arrotondato; vasca ovoidale, espansa nella parte inferiore, rastremata in uno stelo cilindrico; largo e alto piede ad anello troncoconico sagomato a gradini; anse a bastoncello, a maniglia, oblique e insellate, impostate sulla parte mediana della parete.A: grande testa di Arimaspe, con copricapo ricamato, di profilo a destra, con testa di cavallo a destra e testa di grifo alle spalle. B: due giovani ammantati, affrontati ai lati di un cippo. Alla base della figurazione: fascia a meandro interrotto da campi crociati. Sotto l' ansa, palmetta; sotto al labbro, tralcio di alloro.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"Vighi R.(	1980)p.27, n.2";"cratere a campana";"";"ceramica attica a figure rosse";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11711507_SA%20AN%20167018.jpg;"fibula";"";"";"RA_2.00";"11 00072310";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"argento; fusione";"cm., largh. 1.5, diam. 0.3, lungh. 3.4, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco serpeggiante a doppia ondulazione, con anello saldato orizzontalmente nella insellatura.";"";"";"provenienza: AN, Sirolo";"";"";"";"";"";"";"fibula";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11709998_SA%20AN%20179092.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071614";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 3.1, largh. 2.2, lungh. 5.5, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco con parte centrale espansa, compresa fra riseghe, e tre bottoni; staffa allungata con sezione a C; bottone terminale approssimativamente globulare, con peduncolo costolato, obliquo verso l' alto.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1985)";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710000_SA%20AN%20179093.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071615";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 3.7, largh. 1.3, lungh. 5.8, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco con parte centrale espansa, compresa fra riseghe, e tre bottoni; staffa allungata con sezione a C; bottone terminale approssimativamente globulare, con peduncolo costolato, obliquo verso l' alto.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710030_SA%20AN%20179109.jpg;"fibula precertosa";"";"";"RA_2.00";"11 00071630";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2, largh. 0.75, lungh. 4.65, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco a tutto sesto, con parte centrale espansa decorata da una crestina mediana, compresa fra costolature; staffa allungata con sezione a C e triplice appendice terminale rialzata.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"";"fibula precertosa";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710098_SA%20AN%20179150.jpg;"fibula a tre bottoni";"";"";"RA_2.00";"11 00071664";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2.9, largh. 1.9, lungh. 8.3, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco con parte centrale espansa, compresa fra riseghe; bottoni laterali distinti da una costolatura e appendice circolare cava alla sommità; staffa allungata con sezione a C e dorso decorato da fasci di linee incise formanti motivi angolari; appendice terminale appiattita subcircolare, concava al centro e decorata da linee incise.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"";"fibula a tre bottoni";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11709942_SA%20AN%20179035.jpg;"fibula certosa";"";"";"RA_2.00";"11 00071576";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"secc. VI - V a.C. ; 599 a.C.  - 400 a.C. [analisi stilistica]";"fase Piceno IV B(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 1.6, lungh. 4.2, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco con piegatura alla sommità, quasi simmetrico; staffa con sezione a J.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"";"fibula certosa";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710960_SA%20AN%20166960.jpg;"ciotola";"";"";"RA_2.00";"11 00072231";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. inizio; 399 a.C.  - 390 a.C. [analisi stilistica]";"produzione attica(analisi stilistica)";"";"argilla depurata; a tornio veloce//stampigliatura";"cm., alt. 4.4, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Orlo ispessito, aggettante; vasca emisferica, ampia e profonda; alto piede ad anello bombato. Decorata a stampiglie sul fondo interno: quattro palmette collegate, entro fascia ad ovuli circoscritta da un motivo a otto palmette.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"";"ciotola";"";"ceramica attica a vernice nera";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710886_SA%20AN%20167192.jpg;"cratere a campana";"";"";"RA_2.00";"11 00072194";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. III a.C. primo quarto; 299 a.C.  - 275 a.C. [analisi stilistica]";"produzione alto-adriatica(analisi stilistica)";"";"argilla depurata; a tornio veloce";"cm., alt. 32.5, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro estroflesso con orlo piatto; vasca ovoidale allungata, espansa nella parte inferiore, rastremata in uno stelo cilindrico; alto piede ad anello troncoconico, sagomato a gradini; anse a bastoncello, a maniglia, oblique e insellate, impostate sulla parte mediana della parete. Decorazione (in parte illeggibile) dipinta in vernice nera su fondo risparmiato. Verniciati in nero il labbro, le anse, la parte inferiore del corpo ed il piede.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"Vighi R.(	1980)p.27, n.1";"cratere a campana";"";"ceramica alto-adriatica";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710912_SA%20AN%20167130.jpg;"skyphos ovoidale";"";"";"RA_2.00";"11 00072209";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. ; 399 a.C.  - 300 a.C. [analisi stilistica]";"produzione apula(analisi stilistica)";"";"argilla depurata; a tornio veloce//sovraddipintura";"cm., alt. 31.5, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro appena svasato con orlo ispessito e arrotondato; corpo allungato fortemente rastremata verso il fondo; anse oblique, a bastoncello, impostate sotto il labbro; piede ad anello a profilo obliquo. Decorazione con sovraddipinture in bianco, giallo e rosso: A: sotto l' orlo, fascia delimitata da due doppie filettature orizzontali bianche entro la quale è una fila di punti (tralcio stilizzato?); al di sotto stretta banda rossa, sottolineata da doppia filettatura bianca al centro della quale scendono due coppie di bende che fiancheggiano un delfino; alla sua destra pendono festoni. B: stretta banda rossa tra due filettature bianche.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"Vighi R.(	1980)p.27, n.10";"skyphos ovoidale";"";"ceramica di Gnathia";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710946_SA%20AN%20167249.jpg;"perlina";"";"";"RA_2.00";"11 00072225";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. inizio; 399 a.C.  - 390 a.C. [analisi stilistica]";"fase Piceno V(analisi stilistica)";"";"pasta vitrea; fusione";"cm., diam. 1.5, lungh. 2, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Di forma cilindrica, con largo foro passante trasversale. Di colore verdino. Rivestimento di fibula.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"";"perlina";"";"";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710984_SA%20AN%20167056.jpg;"skyphos concavo convesso";"";"";"RA_2.00";"11 00072241";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. inizio; 399 a.C.  - 390 a.C. [analisi stilistica]";"produzione attica(analisi stilistica)";"";"argilla depurata; a tornio veloce";"cm., alt. 10.3, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro lievemente estroflesso con orlo arrotondato; vasca con carena arrotondata, fortemente rastremata verso il piede ad anello; anse oblique, a bastoncello, sotto l' orlo. Sulla parete esterna, verso il fondo, due strette fasce orizzontali concentriche, una scura ed una a risparmio.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"";"skyphos concavo convesso";"";"ceramica attica a vernice nera";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710032_SA%20AN%20179111.jpg;"fibula precertosa";"";"";"RA_2.00";"11 00071631";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2, largh. 0.9, lungh. 4.8, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco a tutto sesto, con parte centrale espansa decorata da una crestina mediana, compresa fra costolature; staffa allungata con sezione a C e triplice appendice terminale rialzata.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"";"fibula precertosa";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710066_SA%20AN%20179128.jpg;"fibula a due bottoni";"";"";"RA_2.00";"11 00071648";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. VI a.C. ; 599 a.C.  - 500 a.C. [analisi stilistica]";"fase Piceno IV A(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2.8, largh. 3.1, lungh. 8.6, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco a losanga con coppia di bottoni laterali distinti da una costolatura; staffa lunga con sezione a C e bottone terminale approssimativamente globulare, distinto da una costolatura.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula a due bottoni";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11711492_SA%20AN%20167024.jpg;"ciotola";"";"";"RA_2.00";"11 00072305";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"secc. V - IV a.C. (?) ; 499 a.C.  - 300 a.C. [analisi stilistica]";"fase Piceno V (?)(analisi stilistica)";"";"argilla depurata; a tornio veloce";"cm., alt. 5.5, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro indistinto con orlo piatto; vasca emisferica, ampia e poco profonda; largo piede ad anello.";"";"";"provenienza: AN, Sirolo";"";"";"";"";"";"";"ciotola";"";"ceramica acroma";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710963_SA%20AN%20167000.jpg;"ciotola";"";"";"RA_2.00";"11 00072232";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. inizio; 399 a.C.  - 390 a.C. [analisi stilistica]";"produzione attica(analisi stilistica)";"";"argilla depurata; a tornio veloce//stampigliatura";"cm., alt. 4.4, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Orlo ispessito, aggettante; vasca emisferica, ampia e profonda; alto piede ad anello bombato. Decorata a stampiglie sul fondo interno: quattro palmette intorno ad un cerchiello, entro fascia ad ovuli circoscritta da un motivo a otto palmette.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"";"ciotola";"";"ceramica attica a vernice nera";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710998_SA%20AN%20167061.jpg;"poculum";"";"";"RA_2.00";"11 00072247";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. inizio; 399 a.C.  - 390 a.C. [analisi stilistica]";"fase Piceno V(analisi stilistica)";"";"impasto";"cm., alt. 19, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Ampia bocca con labbro appena rientrante; ventre ovoide; quattro prese a linguetta; largo fondo piatto.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"Vighi R.(	1980)p.25, n.7";"poculum";"";"ceramica di impasto";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11711000_SA%20AN%20166986.jpg;"cratere a campana";"";"";"RA_2.00";"11 00072248";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. prima metà; 399 a.C.  - 350 a.C. [analisi stilistica]";"produzione attica(analisi stilistica)";"";"argilla depurata; a tornio veloce";"cm., alt. 27.2, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Labbro estroflesso ad orlo arrotondato; vasca ovoidale, espansa nella parte inferiore, rastremata in uno stelo cilindrico; largo e alto piede ad anello troncoconico sagomato a gradini; anse a bastoncello, a maniglia, oblique e insellate, impostate sulla parte mediana della parete.A: Dioniso, con tirso in mano, seduto tra menade e satiro; B: donna e giovane ammantati e affrontati. Sull' orlo ovuli; sotto al labbro, tralcio di alloro; alla base della figurazione: fascia a meandro interrotto da campi a scacchiera.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"Vighi R.(	1980)p.25, n.8";"cratere a campana";"";"ceramica attica a figure rosse";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11709930_SA%20AN%20179029.jpg;"fibula certosa";"";"";"RA_2.00";"11 00071570";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"secc. VI - V a.C. ; 599 a.C.  - 400 a.C. [analisi stilistica]";"fase Piceno IV B(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 2.6, lungh. 6.7, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco con piegatura alla sommità, asimmetrico verso la molla; costolatura all' attacco fra arco e staffa; staffa con sezione a J ingrossato e bottone conico rialzato.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"";"fibula certosa";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11709932_SA%20AN%20179030.jpg;"fibula certosa";"";"";"RA_2.00";"11 00071571";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"secc. VI - V a.C. ; 599 a.C.  - 400 a.C. [analisi stilistica]";"fase Piceno IV B(analisi stilistica)";"";"bronzo; fusione";"cm., alt. 1.5, lungh. 5.1, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Arco con piegatura smussata alla sommità, asimmetrico verso la molla; costolatura all' attacco fra arco e staffa; staffa con sezione a C e bottone terminale conico, rialzato.";"";"";"reperimento: An, Sirolo, via San Francesco";"";"";"";"";"";"Lollini D.(	1976)";"fibula certosa";"";"oggetti di ornamento";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Saltini A.C.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1995";"2015";43.623333;13.510964
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1025904/ICCD11710917_SA%20AN%20166931.jpg;"pelike";"";"";"RA_2.00";"11 00072211";"AN, AnconaVia Ferretti, 1";"palazzo, Statale, Palazzo Ferretti, Via Ferretti, 1, Museo archeologico Nazionale delle Marche, magazzino";"sec. IV a.C. ; 399 a.C.  - 300 a.C. [analisi stilistica]";"produzione attica(analisi stilistica)";"";"argilla depurata; a tornio veloce";"cm., alt. 19.8, ";"proprietà Stato, Ministero dei beni e delle attività culturali e del turismo";"Ampia bocca circolare con labbro pendulo; collo troncoconico, corpo piriforme con spalla obliqua; anse verticali a nastro impostate sul collo e sul ventre; basso piede ad anello sagomato.A: giovane su grifone alato insegue una donna che fugge verso destra volgendosi indietro. B: due giovani ammantati e affrontati, quello a sinistra ha in mano un tympanon; tra di essi un cippo. Fasce ad ovuli sul labbro, alla base del collo e alla base della figurazione. Sotto le anse: due palmette contrapposte.";"";"";"reperimento: AN, Sirolo, Via San Francesco";"";"";"";"";"";"";"pelike";"";"ceramica attica a figure rosse";"";"AN";"Ancona";"";"";"";"Via Ferretti, 1";"";"";"";"";"";"S02";"S02";"Compilatore scheda: Baldoni D.; Funzionario responsabile: Baldelli G.; Aggiornamento-revisione: Coop. ArcheoLAB (Bilò M.) (2015); ";"1996";"2015";43.623333;13.510964
